,timestampa,sid,msg,clasificacion,prioridad,protocolo,origen,destino,puerto,id,ip,localizacion,nombre_responsable,analisis_id,id,puertosabiertos,numberports,servicios,servicios_inseguros,vulnerabilidades
1593,2022-07-06 14:44:42,2018056.0,ET WEB_SERVER Possible XXE SYSTEM ENTITY in POST BODY. ,A Network Trojan was detected,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1594,2022-07-06 14:44:42,2031562.0,ET EXPLOIT Zimbra <8.8.11 - XML External Entity Injection/SSRF Attempt (CVE-2019-9621) ,Attempted User Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1595,2022-07-06 14:44:42,2037040.0,ET EXPLOIT Possible Zimbra Autodiscover Servlet XXE (CVE-2019-9670) ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1662,2022-07-06 16:48:48,2011465.0,ET WEB_SERVER /bin/sh In URI Possible Shell Command Execution Attempt ,Web Application Attack,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1663,2022-07-06 16:48:48,2034125.0,ET EXPLOIT Apache HTTP Server 2.4.49 - Path Traversal Attempt (CVE-2021-41773) M2 ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1734,2022-07-06 23:50:52,2026731.0,ET WEB_SERVER ThinkPHP RCE Exploitation Attempt ,Attempted Administrator Privilege Gain,1,TCP,164.92.105.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1746,2022-07-07 00:13:07,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,182.121.169.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1841,2022-07-07 07:14:49,2026731.0,ET WEB_SERVER ThinkPHP RCE Exploitation Attempt ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1842,2022-07-07 07:30:04,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1849,2022-07-07 08:26:11,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1851,2022-07-07 08:41:11,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1854,2022-07-07 09:00:16,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1858,2022-07-07 09:37:47,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1859,2022-07-07 09:44:09,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1865,2022-07-07 10:36:13,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,41.36.208.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1866,2022-07-07 10:36:13,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,41.36.208.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1867,2022-07-07 10:36:13,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,41.36.208.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1869,2022-07-07 10:40:05,2018056.0,ET WEB_SERVER Possible XXE SYSTEM ENTITY in POST BODY. ,A Network Trojan was detected,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1870,2022-07-07 10:40:05,2031562.0,ET EXPLOIT Zimbra <8.8.11 - XML External Entity Injection/SSRF Attempt (CVE-2019-9621) ,Attempted User Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1871,2022-07-07 10:40:05,2037040.0,ET EXPLOIT Possible Zimbra Autodiscover Servlet XXE (CVE-2019-9670) ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1884,2022-07-07 12:48:26,2011465.0,ET WEB_SERVER /bin/sh In URI Possible Shell Command Execution Attempt ,Web Application Attack,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1885,2022-07-07 12:48:26,2034125.0,ET EXPLOIT Apache HTTP Server 2.4.49 - Path Traversal Attempt (CVE-2021-41773) M2 ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1897,2022-07-07 14:51:28,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1899,2022-07-07 15:02:05,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1907,2022-07-07 15:07:06,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1909,2022-07-07 15:13:37,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1923,2022-07-07 15:37:36,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1926,2022-07-07 16:02:50,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1941,2022-07-07 17:32:20,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,41.45.28.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1942,2022-07-07 17:32:20,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,41.45.28.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
1943,2022-07-07 17:32:20,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,41.45.28.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2136,2022-07-08 07:30:04,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2137,2022-07-08 07:34:37,2026731.0,ET WEB_SERVER ThinkPHP RCE Exploitation Attempt ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2141,2022-07-08 08:09:29,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2150,2022-07-08 08:18:47,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2162,2022-07-08 08:50:23,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2163,2022-07-08 09:01:37,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2166,2022-07-08 09:07:29,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2167,2022-07-08 09:12:48,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2169,2022-07-08 09:22:10,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2173,2022-07-08 09:36:49,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2181,2022-07-08 09:45:35,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2182,2022-07-08 09:50:42,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2183,2022-07-08 09:55:46,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2184,2022-07-08 10:00:45,2018056.0,ET WEB_SERVER Possible XXE SYSTEM ENTITY in POST BODY. ,A Network Trojan was detected,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2185,2022-07-08 10:00:45,2031562.0,ET EXPLOIT Zimbra <8.8.11 - XML External Entity Injection/SSRF Attempt (CVE-2019-9621) ,Attempted User Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2186,2022-07-08 10:00:45,2037040.0,ET EXPLOIT Possible Zimbra Autodiscover Servlet XXE (CVE-2019-9670) ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2187,2022-07-08 10:00:52,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2188,2022-07-08 10:06:38,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2190,2022-07-08 10:12:29,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2191,2022-07-08 10:26:27,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,45.95.169.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2192,2022-07-08 10:26:27,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,45.95.169.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2193,2022-07-08 10:26:27,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,45.95.169.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2194,2022-07-08 10:39:24,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2197,2022-07-08 11:03:22,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2340,2022-07-08 13:27:58,2006402.0,ET POLICY Incoming Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,45.134.225.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2341,2022-07-08 13:27:58,2009363.0,ET HUNTING Suspicious Chmod Usage in URI (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,45.134.225.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2352,2022-07-08 13:47:54,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,41.238.160.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2353,2022-07-08 13:47:54,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,41.238.160.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2354,2022-07-08 13:47:54,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,41.238.160.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2355,2022-07-08 13:47:55,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,41.238.160.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2356,2022-07-08 13:47:55,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,41.238.160.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2357,2022-07-08 13:47:55,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,41.238.160.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2359,2022-07-08 14:39:00,2025756.0,ET EXPLOIT D-Link DSL-2750B - OS Command Injection ,Attempted User Privilege Gain,1,TCP,111.118.40.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2360,2022-07-08 14:39:00,2029016.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,111.118.40.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2361,2022-07-08 14:41:38,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2366,2022-07-08 15:29:00,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2368,2022-07-08 15:41:31,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2372,2022-07-08 15:47:10,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2373,2022-07-08 15:52:39,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2374,2022-07-08 16:00:09,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2375,2022-07-08 16:11:16,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2376,2022-07-08 16:24:04,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2377,2022-07-08 16:30:13,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2386,2022-07-08 16:48:01,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2390,2022-07-08 17:41:50,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,95.37.4.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2391,2022-07-08 17:41:50,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,95.37.4.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2392,2022-07-08 17:41:50,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,95.37.4.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2425,2022-07-08 21:39:36,2006402.0,ET POLICY Incoming Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,167.99.130.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2449,2022-07-08 23:44:05,2009363.0,ET HUNTING Suspicious Chmod Usage in URI (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,45.61.185.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2450,2022-07-08 23:44:05,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,45.61.185.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2473,2022-07-09 01:41:21,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,117.217.145.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2497,2022-07-09 02:59:47,2026731.0,ET WEB_SERVER ThinkPHP RCE Exploitation Attempt ,Attempted Administrator Privilege Gain,1,TCP,185.7.214.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2534,2022-07-09 05:30:53,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,120.48.65.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2535,2022-07-09 05:30:53,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,120.48.65.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2536,2022-07-09 05:30:53,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,120.48.65.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2537,2022-07-09 05:33:04,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,41.36.10.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2538,2022-07-09 05:33:04,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,41.36.10.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2539,2022-07-09 05:33:04,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,41.36.10.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2540,2022-07-09 05:33:04,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,41.36.10.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2541,2022-07-09 05:33:04,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,41.36.10.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
2542,2022-07-09 05:33:04,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,41.36.10.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
